model,layer,d_model,norm_w0,norm_w1,norm_diff,norm_w1_over_init,norm_sum,init_over_w1,cos_w1_diff,cos_w0_w1,frac_w1_along_diff,bias_diff
qwen3,27,5120,1.216427206993103,1.1891584396362305,2.262892007827759,2.059682835699279,0.8166435956954956,0.34337037801742554,0.9392791390419006,-0.769736647605896,0.8822453022003174,-0.014885716140270233
qwen3,28,5120,1.2268012762069702,1.1988639831542969,2.284233808517456,2.076493330187641,0.8166435956954956,0.34059059619903564,0.9402931332588196,-0.7735445499420166,0.8841512203216553,-0.01611148566007614
qwen3,29,5120,1.230025291442871,1.2049920558929443,2.2941293716430664,2.087107463523456,0.8166436553001404,0.3388585150241852,0.9409018158912659,-0.7752348184585571,0.8852961659431458,-0.016278328374028206
qwen3,30,5120,1.2580304145812988,1.235341191291809,2.355952024459839,2.139673708000077,0.8166437745094299,0.3305336833000183,0.9438444972038269,-0.7856017351150513,0.8908424377441406,-0.01597999781370163
qwen3,31,5120,1.327833890914917,1.3071978092193604,2.5053763389587402,2.2641330211106605,0.8166437149047852,0.31236425042152405,0.9499986171722412,-0.8080127239227295,0.9024975299835205,-0.016309382393956184
qwen3,32,5120,1.4778670072555542,1.457078456878662,2.8191184997558594,2.5237339179279004,0.8166437745094299,0.2802332937717438,0.9599609375,-0.8452484011650085,0.9215246438980103,-0.018047448247671127
qwen3,33,5120,1.5839054584503174,1.5667833089828491,3.043062210083008,2.713748295609182,0.8166437149047852,0.26061156392097473,0.9654601812362671,-0.8656906485557556,0.932113528251648,-0.018712569028139114
qwen3,34,5120,1.7498503923416138,1.7356986999511719,3.3885607719421387,3.0063183349466778,0.8166437149047852,0.23524926602840424,0.9719442129135132,-0.8902437090873718,0.9446755647659302,-0.018616938963532448
qwen3,35,5120,1.7979778051376343,1.7817518711090088,3.485372543334961,3.086084767241717,0.8166437149047852,0.22916875779628754,0.9733979105949402,-0.8959524035453796,0.9475037455558777,-0.018394749611616135
qwen3,36,5120,1.6512373685836792,1.6365246772766113,3.1847593784332275,2.834543888883351,0.8166437149047852,0.24950547516345978,0.9683845043182373,-0.8766436576843262,0.9377686977386475,-0.01661844737827778
qwen3,37,5120,1.5277488231658936,1.5127066373825073,2.928769111633301,2.620084752893173,0.8166437149047852,0.269927978515625,0.9628943204879761,-0.8557615280151367,0.9271653890609741,-0.01653861813247204
qwen3,38,5120,1.4662256240844727,1.4514870643615723,2.8011348247528076,2.5140493420032404,0.8166437745094299,0.2813127934932709,0.9596307873725891,-0.8433682322502136,0.9208911061286926,-0.01575774885714054
qwen3,39,5120,1.585641860961914,1.5701236724853516,3.048309564590454,2.719533974911265,0.8166437745094299,0.26005715131759644,0.9656067490577698,-0.8661127090454102,0.9323961734771729,-0.01611042395234108
qwen3,40,5120,1.5942959785461426,1.581160068511963,3.068678140640259,2.738649573561807,0.8166437149047852,0.2582419514656067,0.9660900831222534,-0.8677554726600647,0.9333300590515137,-0.016465000808238983
qwen3,41,5120,1.586630940437317,1.5736405849456787,3.052962064743042,2.7256254459783236,0.8166437149047852,0.2594759464263916,0.9657590389251709,-0.8664806485176086,0.9326906204223633,-0.01613118313252926
qwen3,42,5120,1.7744756937026978,1.7663899660110474,3.4454152584075928,3.0594771671109964,0.8166439533233643,0.23116184771060944,0.9729183316230774,-0.893625795841217,0.9465696811676025,-0.01680298149585724
qwen3,43,5120,1.931026577949524,1.9264582395553589,3.7700538635253906,3.336723549569577,0.8166437745094299,0.21195469796657562,0.9772802591323853,-0.9103659987449646,0.9550768733024597,-0.016911862418055534
qwen3,44,5120,1.6976523399353027,1.687726378440857,3.28541898727417,2.923227836733783,0.8166437149047852,0.24193605780601501,0.9702968597412109,-0.8836354613304138,0.941476047039032,-0.01803615130484104
qwen3,45,5120,2.0113205909729004,2.0060510635375977,3.9334962368011475,3.4745823646247014,0.8166438341140747,0.20354512333869934,0.9790665507316589,-0.9173591732978821,0.9585714340209961,-0.019202986732125282
qwen3,46,5120,2.4783918857574463,2.4764039516448975,4.887033462524414,4.2892574643133035,0.8166438341140747,0.164885014295578,0.9863128066062927,-0.9456697106361389,0.972812831401825,-0.021482422947883606
qwen3,47,5120,2.9438726902008057,2.942277193069458,5.829224586486816,5.096173588347445,0.8166437745094299,0.13877750933170319,0.9903236627578735,-0.9615027904510498,0.9807410836219788,-0.023000193759799004
qwen3,48,5120,3.095280647277832,3.090956687927246,6.132099151611328,5.353694027484809,0.8166438341140747,0.1321021169424057,0.9912365674972534,-0.9651479125022888,0.9825497269630432,-0.020973995327949524
