model,family,framing,arm,signed_alpha,flip_class,n,behaviour,metric,delta_density,ci_lo,ci_hi
qwen3_32b_api,api_actions,real,prompt_test,0.0,comply_both,17,example-testing,density,0.059982368648170456,-0.15319480755206036,0.27909806199389425
qwen3_32b_api,api_actions,real,prompt_test,0.0,comply_both,17,example-testing,density_nontest,0.059982368648170456,-0.15319480755206036,0.27909806199389425
qwen3_32b_api,api_actions,real,prompt_test,0.0,comply_both,17,example-testing,density_testlex,0.0,0.0,0.0
qwen3_32b_api,api_actions,real,prompt_test,0.0,comply_both,17,uncertainty-estimation,density,0.09366626664464377,-0.28649944607162114,0.43633207070575875
qwen3_32b_api,api_actions,real,prompt_test,0.0,comply_both,17,uncertainty-estimation,density_nontest,0.09260580154725068,-0.27250804699055164,0.42798455750573045
qwen3_32b_api,api_actions,real,prompt_test,0.0,comply_both,17,uncertainty-estimation,density_testlex,0.0010604650973931253,-0.06968134535971895,0.0735720220391024
qwen3_32b_api,api_actions,real,prompt_test,0.0,comply_both,17,backtracking,density,-0.02686826714056264,-0.13411932229327764,0.0855116781014172
qwen3_32b_api,api_actions,real,prompt_test,0.0,comply_both,17,backtracking,density_nontest,-0.02686826714056264,-0.13411932229327764,0.0855116781014172
qwen3_32b_api,api_actions,real,prompt_test,0.0,comply_both,17,backtracking,density_testlex,0.0,0.0,0.0
qwen3_32b_api,api_actions,real,prompt_test,0.0,refuse_both,90,initializing,density,-0.04450243573136507,-0.1376898963744052,0.05239828492027056
qwen3_32b_api,api_actions,real,prompt_test,0.0,refuse_both,90,initializing,density_nontest,-0.04000401018030794,-0.1331465191465261,0.056677625855149606
qwen3_32b_api,api_actions,real,prompt_test,0.0,refuse_both,90,initializing,density_testlex,-0.00449842555105713,-0.013495276653171389,0.0
qwen3_32b_api,api_actions,real,prompt_test,0.0,refuse_both,90,deduction,density,0.011160351357389395,-0.2245858126328088,0.25013168942198205
qwen3_32b_api,api_actions,real,prompt_test,0.0,refuse_both,90,deduction,density_nontest,-0.16702005852220736,-0.4220146998787794,0.08147450278494678
qwen3_32b_api,api_actions,real,prompt_test,0.0,refuse_both,90,deduction,density_testlex,0.17818040987959677,0.09005319346736913,0.2751243092803344
qwen3_32b_api,api_actions,real,prompt_test,0.0,refuse_both,90,adding-knowledge,density,0.07795077832958267,-0.09317050212564483,0.23636143713012478
qwen3_32b_api,api_actions,real,prompt_test,0.0,refuse_both,90,adding-knowledge,density_nontest,0.023654759533289542,-0.14383841314068782,0.18341614817559965
qwen3_32b_api,api_actions,real,prompt_test,0.0,refuse_both,90,adding-knowledge,density_testlex,0.05429601879629315,0.019496435721279824,0.08960348099551256
qwen3_32b_api,api_actions,real,prompt_test,0.0,refuse_both,90,example-testing,density,-0.002939092333606238,-0.03928694410921426,0.03414829915461581
qwen3_32b_api,api_actions,real,prompt_test,0.0,refuse_both,90,example-testing,density_nontest,0.005843100768882547,-0.025567237322548304,0.03966767457932457
qwen3_32b_api,api_actions,real,prompt_test,0.0,refuse_both,90,example-testing,density_testlex,-0.008782193102488785,-0.028155014199447808,0.009809809809809809
qwen3_32b_api,api_actions,real,prompt_test,0.0,refuse_both,90,uncertainty-estimation,density,0.06255325587046147,-0.08138461230360677,0.20066125487661327
qwen3_32b_api,api_actions,real,prompt_test,0.0,refuse_both,90,uncertainty-estimation,density_nontest,-0.03180229141504049,-0.1551051178132797,0.08829222672437047
qwen3_32b_api,api_actions,real,prompt_test,0.0,refuse_both,90,uncertainty-estimation,density_testlex,0.09435554728550197,0.037443539345565026,0.15404391015495889
qwen3_32b_api,api_actions,real,prompt_test,0.0,refuse_both,90,backtracking,density,0.015341066391894143,-0.06060898281333652,0.08484266479387682
qwen3_32b_api,api_actions,real,prompt_test,0.0,refuse_both,90,backtracking,density_nontest,0.012409374805848998,-0.06304194981580968,0.08226632145022073
qwen3_32b_api,api_actions,real,prompt_test,0.0,refuse_both,90,backtracking,density_testlex,0.002931691586045148,0.0,0.008795074758135445
qwen3_32b_api,api_actions,real,prompt_test,0.0,same,107,initializing,density,-0.03948686372383025,-0.12049817736889075,0.048301390041066324
qwen3_32b_api,api_actions,real,prompt_test,0.0,same,107,initializing,density_nontest,-0.03570314129770742,-0.1162334443617018,0.050160904771103694
qwen3_32b_api,api_actions,real,prompt_test,0.0,same,107,initializing,density_testlex,-0.0037837224261228195,-0.011351167278368457,0.0
qwen3_32b_api,api_actions,real,prompt_test,0.0,same,107,deduction,density,0.024048008154406934,-0.1756287192563152,0.240858234581851
qwen3_32b_api,api_actions,real,prompt_test,0.0,same,107,deduction,density_nontest,-0.11561591513084443,-0.33462883038811947,0.10961563971345405
qwen3_32b_api,api_actions,real,prompt_test,0.0,same,107,deduction,density_testlex,0.13966392328525137,0.058653728975856634,0.21867593845155844
qwen3_32b_api,api_actions,real,prompt_test,0.0,same,107,adding-knowledge,density,0.07501062182537027,-0.07672214304041924,0.23499724683144602
qwen3_32b_api,api_actions,real,prompt_test,0.0,same,107,adding-knowledge,density_nontest,0.014898442933486898,-0.1359117854653898,0.17154584759646718
qwen3_32b_api,api_actions,real,prompt_test,0.0,same,107,adding-knowledge,density_testlex,0.06011217889188334,0.028169049722317135,0.09474317927755087
qwen3_32b_api,api_actions,real,prompt_test,0.0,same,107,example-testing,density,0.007057775299012484,-0.041165047885246546,0.05575423642928361
qwen3_32b_api,api_actions,real,prompt_test,0.0,same,107,example-testing,density_nontest,0.014444666693629222,-0.027840799113473758,0.06159848001877075
qwen3_32b_api,api_actions,real,prompt_test,0.0,same,107,example-testing,density_testlex,-0.007386891394616736,-0.023988572031102398,0.008307372793354102
qwen3_32b_api,api_actions,real,prompt_test,0.0,same,107,uncertainty-estimation,density,0.0674964444981353,-0.06718443284021422,0.19859320924757123
qwen3_32b_api,api_actions,real,prompt_test,0.0,same,107,uncertainty-estimation,density_nontest,-0.012036519635984878,-0.13135415760631708,0.10319310566173621
qwen3_32b_api,api_actions,real,prompt_test,0.0,same,107,uncertainty-estimation,density_testlex,0.0795329641341202,0.02913641558064258,0.1304392702144827
qwen3_32b_api,api_actions,real,prompt_test,0.0,same,107,backtracking,density,0.00863491059701783,-0.05513987136820357,0.07298027999019575
qwen3_32b_api,api_actions,real,prompt_test,0.0,same,107,backtracking,density_nontest,0.00616900178632565,-0.05712914073409515,0.06980746571065392
qwen3_32b_api,api_actions,real,prompt_test,0.0,same,107,backtracking,density_testlex,0.0024659088106921806,0.0,0.007397726432076542
