model,family,framing,arm,signed_alpha,n_pairs,metric,behaviour,base_mean,arm_mean,delta,ci_lo,ci_hi,p_paired_t,p_wilcoxon
qwq,actions,fake,alpha0.05_aware,0.05,149,density_testlex,adding-knowledge,0.037160860114872955,0.07870189834796783,0.041541038233094865,0.00643548642822805,0.07741083958910645,0.02694071717342094,0.05046553660768536
qwq,actions,fake,alpha0.05_aware,0.05,149,density_testlex,example-testing,0.008865817338054674,0.06634118072382263,0.05747536338576795,0.027202870292023517,0.0898051034962388,0.00029684403577185465,0.0005907416343688965
qwq,actions,fake,alpha0.05_aware,0.05,149,density_testlex,uncertainty-estimation,0.086434260002839,0.18982322966662984,0.10338896966379084,0.048514991570675875,0.15938500891918786,0.0007850879571026281,0.000642937132623584
qwq,actions,fake,alpha0.05_aware,0.05,149,density_testlex,backtracking,0.004361560534740341,0.013250522027462897,0.008888961492722558,-0.004190763557120106,0.022349772540474027,0.18193954640743518,0.25
qwq,actions,fake,alpha0.05_aware,0.05,149,density_nontest,initializing,0.7944309520660399,0.8301263287517054,0.035695376685665386,-0.09829289169673765,0.1609722265897541,0.5902200153658951,0.3890057083690336
qwq,actions,fake,alpha0.05_aware,0.05,149,density_nontest,deduction,3.7936576873368413,3.694733899152169,-0.09892378818467244,-0.3163179205319048,0.1308738380193395,0.40442546760383874,0.33237472444720495
qwq,actions,fake,alpha0.05_aware,0.05,149,density_nontest,adding-knowledge,1.656575560823508,1.6332981771986295,-0.02327738362487827,-0.21060425599347413,0.14233847029093266,0.7987151981997901,0.7480445804274589
qwq,actions,fake,alpha0.05_aware,0.05,149,density_nontest,example-testing,0.27386911040967266,0.46052447945077873,0.186655369041106,0.06012155209595141,0.3475645695237554,0.010464857110653274,0.008265757240550705
qwq,actions,fake,alpha0.05_aware,0.05,149,density_nontest,uncertainty-estimation,0.6066258955798925,0.49942171613429215,-0.10720417944560034,-0.20968564479645724,-0.003858793043785019,0.04390579712675925,0.046226263055513556
qwq,actions,fake,alpha0.05_aware,0.05,149,density_nontest,backtracking,0.17611392349820768,0.16656453436987242,-0.009549389128335273,-0.06088954182055962,0.03976081487005144,0.7207966067657134,0.7870538297597175
qwq,actions,fake,alpha0.05_aware,0.05,149,words,,285.9865771812081,277.06040268456377,-8.926174496644295,-51.27298657718121,33.56023489932885,0.6830592692361015,0.32672617244732083
qwq,actions,fake,alpha0.05_aware,0.05,149,n_spans_counted,,21.389261744966444,21.899328859060404,0.5100671140939598,-2.5773489932885902,3.7924496644295274,0.7531780370783527,0.9498619877883518
qwq,actions,fake,alpha0.25,-0.25,149,density,initializing,0.8099310501989228,0.7854063663700909,-0.024524683828831825,-0.13971890288243216,0.08118203534778896,0.6589775359204074,0.9312860650908772
qwq,actions,fake,alpha0.25,-0.25,149,density,deduction,4.081199523463889,4.223359972558674,0.14216044909478556,-0.11250464165593173,0.41792898443338633,0.3157881342305007,0.5845606286838614
qwq,actions,fake,alpha0.25,-0.25,149,density,adding-knowledge,1.693736420938381,1.8519457254695286,0.15820930453114765,-0.03976175013501551,0.345768039226021,0.1071783470643796,0.07789314875296227
qwq,actions,fake,alpha0.25,-0.25,149,density,example-testing,0.2827349277477273,0.24812239467702749,-0.03461253307069983,-0.14782572092359295,0.07535825573523892,0.5504259506708901,0.5237749296500571
qwq,actions,fake,alpha0.25,-0.25,149,density,uncertainty-estimation,0.6930601555827316,0.7167438840444289,0.02368372846169738,-0.09704844793273601,0.14165109123848352,0.7044693302945748,0.6140922212794804
qwq,actions,fake,alpha0.25,-0.25,149,density,backtracking,0.18047548403294802,0.1981612612651777,0.01768577723222965,-0.043145514027111344,0.07545566174312879,0.5583096131593911,0.4978417549460633
qwq,actions,fake,alpha0.25,-0.25,149,coverage,initializing,0.1374096367311288,0.13416676883192624,-0.0032428678992025414,-0.01587588069007734,0.009346747055876379,0.627083320067277,0.8017366043552122
qwq,actions,fake,alpha0.25,-0.25,149,coverage,deduction,0.499632500494876,0.4850157898930349,-0.014616710601841094,-0.04056878930248988,0.012498967586637945,0.29069200866559275,0.35654719438605076
qwq,actions,fake,alpha0.25,-0.25,149,coverage,adding-knowledge,0.211743029847321,0.2377047495153391,0.02596171966801807,0.001227556527576251,0.04951856979165954,0.0338002555041232,0.08685623892193126
qwq,actions,fake,alpha0.25,-0.25,149,coverage,example-testing,0.03771302931444244,0.03315311595810338,-0.0045599133563390655,-0.017471591303514382,0.009428989820188369,0.5155256036480131,0.45649927915535404
qwq,actions,fake,alpha0.25,-0.25,149,coverage,uncertainty-estimation,0.08816627974577484,0.0861973716549816,-0.0019689080907932246,-0.018740624739887395,0.013963383039081605,0.8225418801382804,0.7848274770850769
qwq,actions,fake,alpha0.25,-0.25,149,coverage,backtracking,0.025335523866457012,0.02376220414661487,-0.0015733197198421456,-0.009789259055541339,0.0063614344036433046,0.7075029060349909,0.7195857301838602
qwq,actions,fake,alpha0.25,-0.25,149,any,initializing,1.0,1.0,0.0,0.0,0.0,,
qwq,actions,fake,alpha0.25,-0.25,149,any,deduction,1.0,1.0,0.0,0.0,0.0,,
qwq,actions,fake,alpha0.25,-0.25,149,any,adding-knowledge,0.9932885906040269,0.9932885906040269,0.0,-0.020134228187919462,0.020134228187919462,1.0,
qwq,actions,fake,alpha0.25,-0.25,149,any,example-testing,0.348993288590604,0.3691275167785235,0.020134228187919462,-0.0738255033557047,0.11409395973154363,0.66971329304312,0.6682351417952492
qwq,actions,fake,alpha0.25,-0.25,149,any,uncertainty-estimation,0.7583892617449665,0.7315436241610739,-0.026845637583892617,-0.10067114093959731,0.053691275167785234,0.5182339359988414,0.5164122683960384
qwq,actions,fake,alpha0.25,-0.25,149,any,backtracking,0.3825503355704698,0.3624161073825503,-0.020134228187919462,-0.12080536912751678,0.07399328859060311,0.6925030604460332,0.6911022238448428
qwq,actions,fake,alpha0.25,-0.25,149,density_testlex,initializing,0.015500098132882764,0.005439970932374762,-0.010060127200508001,-0.02216967284366185,0.0006772360641748895,0.10248346142465223,0.109375
qwq,actions,fake,alpha0.25,-0.25,149,density_testlex,deduction,0.28754183612704665,0.162310050038728,-0.12523178608831867,-0.19236441297308798,-0.06364828829301232,0.00023746070782724424,0.0004892872004718943
qwq,actions,fake,alpha0.25,-0.25,149,density_testlex,adding-knowledge,0.037160860114872955,0.013258582266734358,-0.0239022778481386,-0.04844499212187109,-0.0006602290419373296,0.05275930642525559,0.079681396484375
qwq,actions,fake,alpha0.25,-0.25,149,density_testlex,example-testing,0.008865817338054674,0.0020973154362416107,-0.006768501901813063,-0.019009059821625207,0.0028965961133387485,0.23182818221669127,
qwq,actions,fake,alpha0.25,-0.25,149,density_testlex,uncertainty-estimation,0.086434260002839,0.03607013007509027,-0.05036412992774874,-0.0910228042466189,-0.01028923270242751,0.01625134787055687,0.019122868834529072
qwq,actions,fake,alpha0.25,-0.25,149,density_testlex,backtracking,0.004361560534740341,0.0,-0.004361560534740341,-0.012182610448848285,0.0,0.22365847224605503,
qwq,actions,fake,alpha0.25,-0.25,149,density_nontest,initializing,0.7944309520660399,0.7799663954377161,-0.014464556628323825,-0.12852184459150617,0.09034006843918455,0.7938821789952929,0.6652870569458824
qwq,actions,fake,alpha0.25,-0.25,149,density_nontest,deduction,3.7936576873368413,4.061049922519945,0.26739223518310434,0.01022149728804939,0.540618902983698,0.06146010060617863,0.12926049449633445
qwq,actions,fake,alpha0.25,-0.25,149,density_nontest,adding-knowledge,1.656575560823508,1.8386871432027942,0.18211158237928626,-0.018169787875266158,0.36932365661334865,0.06493090832529815,0.04186395542438761
qwq,actions,fake,alpha0.25,-0.25,149,density_nontest,example-testing,0.27386911040967266,0.24602507924078587,-0.027844031168886757,-0.14142173700634617,0.08289753893748417,0.6307942619415084,0.6790106532191407
qwq,actions,fake,alpha0.25,-0.25,149,density_nontest,uncertainty-estimation,0.6066258955798925,0.6806737539693386,0.07404785838944612,-0.053117940642198554,0.19780549177563736,0.2614023252596155,0.29979454801427596
qwq,actions,fake,alpha0.25,-0.25,149,density_nontest,backtracking,0.17611392349820768,0.1981612612651777,0.02204733776696999,-0.038228523806762185,0.07890126426828119,0.4600774614285381,0.39307582243494343
qwq,actions,fake,alpha0.25,-0.25,149,words,,285.9865771812081,278.5973154362416,-7.389261744966443,-47.2756711409396,34.93993288590604,0.7242926811315997,0.2946005809586627
qwq,actions,fake,alpha0.25,-0.25,149,n_spans_counted,,21.389261744966444,21.644295302013422,0.2550335570469799,-2.563758389261745,3.402684563758389,0.8689950521132621,0.8036210147931491
qwq,actions,fake,alpha0.3,-0.3,149,density,initializing,0.8099310501989228,0.7716550993176232,-0.038275950881299564,-0.1434412860943453,0.06775662507357962,0.4897987302583655,0.9554172182296252
qwq,actions,fake,alpha0.3,-0.3,149,density,deduction,4.081199523463889,4.334596326714899,0.2533968032510106,0.028313455026732028,0.48169082855743334,0.03141576889613099,0.05549317700823253
qwq,actions,fake,alpha0.3,-0.3,149,density,adding-knowledge,1.693736420938381,1.8635355580608999,0.16979913712251937,-0.0362583108825324,0.3611796015357721,0.09682069060831751,0.05720658649352019
