model,family,framing,arm,signed_alpha,n_pairs,metric,behaviour,base_mean,arm_mean,delta,ci_lo,ci_hi,p_paired_t,p_wilcoxon
qwen3_4b,followup_triggers,hypothetical,unc_nontest_pos,0.25,60,density_testlex,initializing,0.021797645081868957,0.02636333922578586,0.004565694143916899,-0.008023656399475804,0.01913764686690045,0.519492758013798,0.6875
qwen3_4b,followup_triggers,hypothetical,unc_nontest_pos,0.25,60,density_testlex,deduction,0.24446384768271992,0.23329635315444944,-0.011167494528270473,-0.10525046327818185,0.08965746881764504,0.8211219440056612,0.6028646539837155
qwen3_4b,followup_triggers,hypothetical,unc_nontest_pos,0.25,60,density_testlex,adding-knowledge,0.10654117062270863,0.12588471624998096,0.01934354562727236,-0.04113978512663299,0.08367215051405871,0.552499098190571,0.41403430147329345
qwen3_4b,followup_triggers,hypothetical,unc_nontest_pos,0.25,60,density_testlex,example-testing,0.03741437766807772,0.026171266291881563,-0.011243111376196158,-0.05038234552670856,0.031231212365979803,0.5974237296040945,0.5693359375
qwen3_4b,followup_triggers,hypothetical,unc_nontest_pos,0.25,60,density_testlex,uncertainty-estimation,0.08113290678209761,0.2192305306152684,0.13809762383317084,0.04472272247236514,0.23941261615575984,0.006725853926642259,0.007692964398302138
qwen3_4b,followup_triggers,hypothetical,unc_nontest_pos,0.25,60,density_testlex,backtracking,0.0332215537733479,0.008723869896611577,-0.024497683876736325,-0.047210562084112874,-0.0036088916474219484,0.03629606163602806,0.083984375
qwen3_4b,followup_triggers,hypothetical,unc_nontest_pos,0.25,60,density_nontest,initializing,0.42218557050560107,0.31357648251232456,-0.1086090879932765,-0.17743625114085518,-0.04036888277985702,0.0032690111053531863,0.005105527830066576
qwen3_4b,followup_triggers,hypothetical,unc_nontest_pos,0.25,60,density_nontest,deduction,3.497809719745406,3.543220137804878,0.045410418059471616,-0.31051174802515996,0.39479025161557413,0.8037127482382704,0.7238208600898554
qwen3_4b,followup_triggers,hypothetical,unc_nontest_pos,0.25,60,density_nontest,adding-knowledge,1.2179848417950199,0.7643097359096064,-0.45367510588541365,-0.6857187311143981,-0.21274974459451654,0.00041720238234295697,0.00038883384655350074
qwen3_4b,followup_triggers,hypothetical,unc_nontest_pos,0.25,60,density_nontest,example-testing,0.5762888759412419,0.6703992074816922,0.09411033154045041,-0.07840336398428042,0.2792306574953311,0.29699901801244666,0.49032624846387485
qwen3_4b,followup_triggers,hypothetical,unc_nontest_pos,0.25,60,density_nontest,uncertainty-estimation,0.45578332266339144,0.6475129859359783,0.19172966327258678,0.02312428426380525,0.35576632548130566,0.024609920615408135,0.04529810342965766
qwen3_4b,followup_triggers,hypothetical,unc_nontest_pos,0.25,60,density_nontest,backtracking,0.13706592803705814,0.11122674556302668,-0.02583918247403146,-0.09411952325033138,0.06321272461269375,0.5227963953101398,0.10647201044077016
qwen3_4b,followup_triggers,hypothetical,unc_nontest_pos,0.25,60,words,,513.2833333333333,604.6666666666666,91.38333333333334,44.56791666666667,140.15083333333334,0.0005309593614667218,0.0011310104387447172
